Filename|Predictions
n02088632-bluetick\n02088632_1173.jpg|n02099849-Chesapeake_Bay_retriever
n02088632-bluetick\n02088632_1176.jpg|n02106030-collie
n02088632-bluetick\n02088632_1209.jpg|n02088632-bluetick
n02088632-bluetick\n02088632_1219.jpg|n02115641-dingo
n02088632-bluetick\n02088632_1236.jpg|n02105162-malinois
n02088632-bluetick\n02088632_1274.jpg|n02111129-Leonberg
n02088632-bluetick\n02088632_1277.jpg|n02096585-Boston_bull
n02088632-bluetick\n02088632_1312.jpg|n02111129-Leonberg
n02088632-bluetick\n02088632_1367.jpg|n02108089-boxer
n02088632-bluetick\n02088632_1376.jpg|n02088094-Afghan_hound
n02088632-bluetick\n02088632_1391.jpg|n02107312-miniature_pinscher
n02088632-bluetick\n02088632_140.jpg|n02111129-Leonberg
n02088632-bluetick\n02088632_1463.jpg|n02092339-Weimaraner
n02088632-bluetick\n02088632_1499.jpg|n02086910-papillon
n02088632-bluetick\n02088632_152.jpg|n02089973-English_foxhound
n02089078-black-and-tan_coonhound\n02089078_1021.jpg|n02106550-Rottweiler
n02089078-black-and-tan_coonhound\n02089078_1025.jpg|n02106550-Rottweiler
n02089078-black-and-tan_coonhound\n02089078_1026.jpg|n02107142-Doberman
n02089078-black-and-tan_coonhound\n02089078_1064.jpg|n02101006-Gordon_setter
n02089078-black-and-tan_coonhound\n02089078_111.jpg|n02107683-Bernese_mountain_dog
n02089078-black-and-tan_coonhound\n02089078_1151.jpg|n02101006-Gordon_setter
n02089078-black-and-tan_coonhound\n02089078_1174.jpg|n02089078-black-and-tan_coonhound
n02089078-black-and-tan_coonhound\n02089078_1245.jpg|n02105056-groenendael
n02089078-black-and-tan_coonhound\n02089078_1275.jpg|n02107312-miniature_pinscher
n02089078-black-and-tan_coonhound\n02089078_1304.jpg|n02101006-Gordon_setter
n02089078-black-and-tan_coonhound\n02089078_1366.jpg|n02100877-Irish_setter
n02089078-black-and-tan_coonhound\n02089078_141.jpg|n02108000-EntleBucher
n02089078-black-and-tan_coonhound\n02089078_1454.jpg|n02104365-schipperke
n02089078-black-and-tan_coonhound\n02089078_1472.jpg|n02089078-black-and-tan_coonhound
n02089078-black-and-tan_coonhound\n02089078_1617.jpg|n02115913-dhole
n02089078-black-and-tan_coonhound\n02089078_1629.jpg|n02105412-kelpie
n02089078-black-and-tan_coonhound\n02089078_1668.jpg|n02096294-Australian_terrier
n02089078-black-and-tan_coonhound\n02089078_1680.jpg|n02107142-Doberman
n02089078-black-and-tan_coonhound\n02089078_1681.jpg|n02107312-miniature_pinscher
n02089078-black-and-tan_coonhound\n02089078_1735.jpg|n02111129-Leonberg
n02089078-black-and-tan_coonhound\n02089078_1744.jpg|n02101006-Gordon_setter
n02089078-black-and-tan_coonhound\n02089078_1758.jpg|n02108551-Tibetan_mastiff
n02089078-black-and-tan_coonhound\n02089078_176.jpg|n02101006-Gordon_setter
n02089867-Walker_hound\n02089867_1029.jpg|n02096585-Boston_bull
n02089867-Walker_hound\n02089867_1048.jpg|n02085936-Maltese_dog
n02089867-Walker_hound\n02089867_1062.jpg|n02088238-basset
n02089867-Walker_hound\n02089867_1079.jpg|n02088238-basset
n02089867-Walker_hound\n02089867_1082.jpg|n02091244-Ibizan_hound
n02089867-Walker_hound\n02089867_1105.jpg|n02088238-basset
n02089867-Walker_hound\n02089867_1133.jpg|n02113978-Mexican_hairless
n02089867-Walker_hound\n02089867_1208.jpg|n02086910-papillon
n02089867-Walker_hound\n02089867_1212.jpg|n02102040-English_springer
n02089867-Walker_hound\n02089867_1225.jpg|n02089973-English_foxhound
n02089867-Walker_hound\n02089867_1240.jpg|n02089973-English_foxhound
n02089867-Walker_hound\n02089867_1243.jpg|n02088238-basset
n02089867-Walker_hound\n02089867_126.jpg|n02108000-EntleBucher
n02089867-Walker_hound\n02089867_1295.jpg|n02088364-beagle
n02089867-Walker_hound\n02089867_1310.jpg|n02089973-English_foxhound
n02089867-Walker_hound\n02089867_1345.jpg|n02089973-English_foxhound
n02089867-Walker_hound\n02089867_1352.jpg|n02101006-Gordon_setter
n02089867-Walker_hound\n02089867_1368.jpg|n02110806-basenji
n02089867-Walker_hound\n02089867_1381.jpg|n02090622-borzoi
n02089867-Walker_hound\n02089867_1412.jpg|n02111500-Great_Pyrenees
n02089867-Walker_hound\n02089867_1416.jpg|n02096585-Boston_bull
n02089867-Walker_hound\n02089867_142.jpg|n02088238-basset
n02089973-English_foxhound\n02089973_1.jpg|n02088364-beagle
n02089973-English_foxhound\n02089973_1000.jpg|n02089973-English_foxhound
n02089973-English_foxhound\n02089973_1030.jpg|n02088364-beagle
n02089973-English_foxhound\n02089973_1066.jpg|n02086646-Blenheim_spaniel
n02089973-English_foxhound\n02089973_1076.jpg|n02089973-English_foxhound
n02089973-English_foxhound\n02089973_1078.jpg|n02086646-Blenheim_spaniel
n02089973-English_foxhound\n02089973_1106.jpg|n02108000-EntleBucher
n02089973-English_foxhound\n02089973_1132.jpg|n02099849-Chesapeake_Bay_retriever
n02089973-English_foxhound\n02089973_1232.jpg|n02110806-basenji
n02089973-English_foxhound\n02089973_1249.jpg|n02089867-Walker_hound
n02089973-English_foxhound\n02089973_1255.jpg|n02089973-English_foxhound
n02089973-English_foxhound\n02089973_1260.jpg|n02089973-English_foxhound
n02089973-English_foxhound\n02089973_1277.jpg|n02089973-English_foxhound
n02089973-English_foxhound\n02089973_1298.jpg|n02089973-English_foxhound
n02089973-English_foxhound\n02089973_1303.jpg|n02089973-English_foxhound
n02089973-English_foxhound\n02089973_1312.jpg|n02088364-beagle
n02089973-English_foxhound\n02089973_1324.jpg|n02087394-Rhodesian_ridgeback
n02089973-English_foxhound\n02089973_1345.jpg|n02089973-English_foxhound
n02089973-English_foxhound\n02089973_1352.jpg|n02111129-Leonberg
n02089973-English_foxhound\n02089973_1356.jpg|n02086646-Blenheim_spaniel
n02089973-English_foxhound\n02089973_1357.jpg|n02089973-English_foxhound
n02089973-English_foxhound\n02089973_1375.jpg|n02088238-basset
n02089973-English_foxhound\n02089973_1381.jpg|n02089973-English_foxhound
n02090379-redbone\n02090379_1006.jpg|n02110806-basenji
n02090379-redbone\n02090379_1020.jpg|n02099849-Chesapeake_Bay_retriever
n02090379-redbone\n02090379_1102.jpg|n02100583-vizsla
n02090379-redbone\n02090379_1199.jpg|n02090379-redbone
n02090379-redbone\n02090379_1272.jpg|n02090379-redbone
n02090379-redbone\n02090379_1292.jpg|n02087394-Rhodesian_ridgeback
n02090379-redbone\n02090379_1345.jpg|n02110806-basenji
n02090379-redbone\n02090379_1346.jpg|n02100583-vizsla
n02090379-redbone\n02090379_1348.jpg|n02097658-silky_terrier
n02090379-redbone\n02090379_1359.jpg|n02094114-Norfolk_terrier
n02090379-redbone\n02090379_1360.jpg|n02090379-redbone
n02090379-redbone\n02090379_1379.jpg|n02098105-soft-coated_wheaten_terrier
n02090379-redbone\n02090379_1382.jpg|n02085620-Chihuahua
n02090379-redbone\n02090379_1401.jpg|n02091244-Ibizan_hound
n02090379-redbone\n02090379_1414.jpg|n02093991-Irish_terrier
n02090379-redbone\n02090379_1438.jpg|n02115913-dhole
n02090379-redbone\n02090379_1448.jpg|n02087394-Rhodesian_ridgeback
n02090379-redbone\n02090379_1476.jpg|n02115913-dhole
n02090379-redbone\n02090379_1489.jpg|n02100877-Irish_setter
n02090379-redbone\n02090379_1515.jpg|n02100583-vizsla
n02090379-redbone\n02090379_1542.jpg|n02100583-vizsla
n02090379-redbone\n02090379_1630.jpg|n02093991-Irish_terrier
n02090622-borzoi\n02090622_10281.jpg|n02090721-Irish_wolfhound
n02090622-borzoi\n02090622_10302.jpg|n02088094-Afghan_hound
n02090622-borzoi\n02090622_10343.jpg|n02107908-Appenzeller
n02090622-borzoi\n02090622_10355.jpg|n02090622-borzoi
n02090622-borzoi\n02090622_1047.jpg|n02101388-Brittany_spaniel
n02090622-borzoi\n02090622_10492.jpg|n02112137-chow
n02090622-borzoi\n02090622_10607.jpg|n02091244-Ibizan_hound
n02090622-borzoi\n02090622_10619.jpg|n02105505-komondor
n02090622-borzoi\n02090622_1082.jpg|n02111889-Samoyed
n02090622-borzoi\n02090622_1086.jpg|n02106382-Bouvier_des_Flandres
n02090622-borzoi\n02090622_1253.jpg|n02111500-Great_Pyrenees
n02090622-borzoi\n02090622_1391.jpg|n02107683-Bernese_mountain_dog
n02090622-borzoi\n02090622_1726.jpg|n02089867-Walker_hound
n02090622-borzoi\n02090622_1786.jpg|n02112350-keeshond
n02090622-borzoi\n02090622_1842.jpg|n02107908-Appenzeller
n02090622-borzoi\n02090622_2055.jpg|n02089078-black-and-tan_coonhound
n02090622-borzoi\n02090622_2337.jpg|n02104029-kuvasz
n02090622-borzoi\n02090622_2518.jpg|n02095889-Sealyham_terrier
n02090622-borzoi\n02090622_266.jpg|n02094258-Norwich_terrier
n02090622-borzoi\n02090622_2688.jpg|n02085936-Maltese_dog
n02090622-borzoi\n02090622_2968.jpg|n02105505-komondor
n02090622-borzoi\n02090622_2987.jpg|n02088364-beagle
n02090721-Irish_wolfhound\n02090721_1002.jpg|n02097474-Tibetan_terrier
n02090721-Irish_wolfhound\n02090721_1003.jpg|n02095570-Lakeland_terrier
n02090721-Irish_wolfhound\n02090721_1026.jpg|n02091467-Norwegian_elkhound
n02090721-Irish_wolfhound\n02090721_1041.jpg|n02105251-briard
n02090721-Irish_wolfhound\n02090721_1085.jpg|n02090721-Irish_wolfhound
n02090721-Irish_wolfhound\n02090721_1105.jpg|n02091467-Norwegian_elkhound
n02090721-Irish_wolfhound\n02090721_1127.jpg|n02088238-basset
n02090721-Irish_wolfhound\n02090721_1131.jpg|n02097658-silky_terrier
n02090721-Irish_wolfhound\n02090721_1222.jpg|n02113023-Pembroke
n02090721-Irish_wolfhound\n02090721_1234.jpg|n02098105-soft-coated_wheaten_terrier
n02090721-Irish_wolfhound\n02090721_1235.jpg|n02092002-Scottish_deerhound
n02090721-Irish_wolfhound\n02090721_1268.jpg|n02105505-komondor
n02090721-Irish_wolfhound\n02090721_1292.jpg|n02115641-dingo
n02090721-Irish_wolfhound\n02090721_1303.jpg|n02099849-Chesapeake_Bay_retriever
n02090721-Irish_wolfhound\n02090721_1349.jpg|n02086240-Shih-Tzu
n02090721-Irish_wolfhound\n02090721_1417.jpg|n02088094-Afghan_hound
n02090721-Irish_wolfhound\n02090721_1452.jpg|n02116738-African_hunting_dog
n02090721-Irish_wolfhound\n02090721_1475.jpg|n02097130-giant_schnauzer
n02090721-Irish_wolfhound\n02090721_1527.jpg|n02116738-African_hunting_dog
n02090721-Irish_wolfhound\n02090721_1534.jpg|n02096177-cairn
n02090721-Irish_wolfhound\n02090721_1540.jpg|n02096177-cairn
n02090721-Irish_wolfhound\n02090721_1636.jpg|n02105505-komondor
n02090721-Irish_wolfhound\n02090721_1644.jpg|n02115641-dingo
n02090721-Irish_wolfhound\n02090721_1650.jpg|n02097130-giant_schnauzer
n02090721-Irish_wolfhound\n02090721_1653.jpg|n02093647-Bedlington_terrier
n02090721-Irish_wolfhound\n02090721_1688.jpg|n02101556-clumber
n02090721-Irish_wolfhound\n02090721_1690.jpg|n02096177-cairn
n02090721-Irish_wolfhound\n02090721_1696.jpg|n02113978-Mexican_hairless
n02090721-Irish_wolfhound\n02090721_1706.jpg|n02088094-Afghan_hound
n02090721-Irish_wolfhound\n02090721_1728.jpg|n02110063-malamute
n02090721-Irish_wolfhound\n02090721_1742.jpg|n02090622-borzoi
n02090721-Irish_wolfhound\n02090721_175.jpg|n02088094-Afghan_hound
n02091032-Italian_greyhound\n02091032_10079.jpg|n02088466-bloodhound
n02091032-Italian_greyhound\n02091032_102.jpg|n02111129-Leonberg
n02091032-Italian_greyhound\n02091032_1030.jpg|n02099429-curly-coated_retriever
n02091032-Italian_greyhound\n02091032_10300.jpg|n02097130-giant_schnauzer
n02091032-Italian_greyhound\n02091032_10314.jpg|n02099429-curly-coated_retriever
n02091032-Italian_greyhound\n02091032_1034.jpg|n02108915-French_bulldog
n02091032-Italian_greyhound\n02091032_10352.jpg|n02115641-dingo
n02091032-Italian_greyhound\n02091032_1041.jpg|n02100583-vizsla
n02091032-Italian_greyhound\n02091032_10435.jpg|n02110806-basenji
n02091032-Italian_greyhound\n02091032_10449.jpg|n02097474-Tibetan_terrier
n02091032-Italian_greyhound\n02091032_10507.jpg|n02115641-dingo
n02091032-Italian_greyhound\n02091032_10644.jpg|n02104029-kuvasz
n02091032-Italian_greyhound\n02091032_10688.jpg|n02115641-dingo
n02091032-Italian_greyhound\n02091032_1071.jpg|n02093256-Staffordshire_bullterrier
n02091032-Italian_greyhound\n02091032_1072.jpg|n02100583-vizsla
n02091032-Italian_greyhound\n02091032_10984.jpg|n02088466-bloodhound
n02091032-Italian_greyhound\n02091032_1100.jpg|n02105056-groenendael
n02091032-Italian_greyhound\n02091032_11062.jpg|n02090721-Irish_wolfhound
n02091032-Italian_greyhound\n02091032_11088.jpg|n02109961-Eskimo_dog
n02091032-Italian_greyhound\n02091032_11119.jpg|n02104029-kuvasz
n02091032-Italian_greyhound\n02091032_1121.jpg|n02111500-Great_Pyrenees
n02091032-Italian_greyhound\n02091032_1140.jpg|n02112350-keeshond
n02091032-Italian_greyhound\n02091032_11549.jpg|n02111500-Great_Pyrenees
n02091032-Italian_greyhound\n02091032_1158.jpg|n02091244-Ibizan_hound
n02091032-Italian_greyhound\n02091032_11626.jpg|n02110185-Siberian_husky
n02091032-Italian_greyhound\n02091032_11660.jpg|n02113624-toy_poodle
n02091032-Italian_greyhound\n02091032_1170.jpg|n02113978-Mexican_hairless
n02091134-whippet\n02091134_10107.jpg|n02091467-Norwegian_elkhound
n02091134-whippet\n02091134_10219.jpg|n02091831-Saluki
n02091134-whippet\n02091134_10242.jpg|n02092002-Scottish_deerhound
n02091134-whippet\n02091134_10395.jpg|n02100583-vizsla
n02091134-whippet\n02091134_10521.jpg|n02105056-groenendael
n02091134-whippet\n02091134_10545.jpg|n02115641-dingo
n02091134-whippet\n02091134_10548.jpg|n02094258-Norwich_terrier
n02091134-whippet\n02091134_10618.jpg|n02104029-kuvasz
n02091134-whippet\n02091134_10690.jpg|n02091244-Ibizan_hound
n02091134-whippet\n02091134_10918.jpg|n02099849-Chesapeake_Bay_retriever
n02091134-whippet\n02091134_1129.jpg|n02091831-Saluki
n02091134-whippet\n02091134_11307.jpg|n02111889-Samoyed
n02091134-whippet\n02091134_1131.jpg|n02088632-bluetick
n02091134-whippet\n02091134_11765.jpg|n02099601-golden_retriever
n02091134-whippet\n02091134_11775.jpg|n02094433-Yorkshire_terrier
n02091134-whippet\n02091134_11875.jpg|n02116738-African_hunting_dog
n02091134-whippet\n02091134_11956.jpg|n02090721-Irish_wolfhound
n02091134-whippet\n02091134_12017.jpg|n02112018-Pomeranian
n02091134-whippet\n02091134_12023.jpg|n02115641-dingo
n02091134-whippet\n02091134_12029.jpg|n02099849-Chesapeake_Bay_retriever
n02091134-whippet\n02091134_12138.jpg|n02098286-West_Highland_white_terrier
n02091134-whippet\n02091134_12142.jpg|n02115913-dhole
n02091134-whippet\n02091134_12272.jpg|n02086240-Shih-Tzu
n02091134-whippet\n02091134_12318.jpg|n02099849-Chesapeake_Bay_retriever
n02091134-whippet\n02091134_12341.jpg|n02115913-dhole
n02091134-whippet\n02091134_12358.jpg|n02096585-Boston_bull
n02091134-whippet\n02091134_12375.jpg|n02106166-Border_collie
n02091134-whippet\n02091134_12476.jpg|n02098105-soft-coated_wheaten_terrier
n02091244-Ibizan_hound\n02091244_100.jpg|n02091244-Ibizan_hound
n02091244-Ibizan_hound\n02091244_1000.jpg|n02091244-Ibizan_hound
n02091244-Ibizan_hound\n02091244_1025.jpg|n02110806-basenji
n02091244-Ibizan_hound\n02091244_1030.jpg|n02101556-clumber
n02091244-Ibizan_hound\n02091244_1037.jpg|n02099849-Chesapeake_Bay_retriever
n02091244-Ibizan_hound\n02091244_1045.jpg|n02091244-Ibizan_hound
n02091244-Ibizan_hound\n02091244_1072.jpg|n02101388-Brittany_spaniel
n02091244-Ibizan_hound\n02091244_1076.jpg|n02102177-Welsh_springer_spaniel
n02091244-Ibizan_hound\n02091244_110.jpg|n02091244-Ibizan_hound
n02091244-Ibizan_hound\n02091244_1120.jpg|n02091244-Ibizan_hound
n02091244-Ibizan_hound\n02091244_1182.jpg|n02101388-Brittany_spaniel
n02091244-Ibizan_hound\n02091244_119.jpg|n02110806-basenji
n02091244-Ibizan_hound\n02091244_1238.jpg|n02091134-whippet
n02091244-Ibizan_hound\n02091244_1252.jpg|n02110806-basenji
n02091244-Ibizan_hound\n02091244_1265.jpg|n02089973-English_foxhound
n02091244-Ibizan_hound\n02091244_1283.jpg|n02099849-Chesapeake_Bay_retriever
n02091244-Ibizan_hound\n02091244_1340.jpg|n02091244-Ibizan_hound
n02091244-Ibizan_hound\n02091244_1371.jpg|n02102177-Welsh_springer_spaniel
n02091244-Ibizan_hound\n02091244_1396.jpg|n02113023-Pembroke
n02091244-Ibizan_hound\n02091244_142.jpg|n02110806-basenji
n02091244-Ibizan_hound\n02091244_1438.jpg|n02091244-Ibizan_hound
n02091244-Ibizan_hound\n02091244_147.jpg|n02091244-Ibizan_hound
n02091244-Ibizan_hound\n02091244_1488.jpg|n02099601-golden_retriever
n02091244-Ibizan_hound\n02091244_1496.jpg|n02112018-Pomeranian
n02091244-Ibizan_hound\n02091244_150.jpg|n02086646-Blenheim_spaniel
n02091244-Ibizan_hound\n02091244_1525.jpg|n02102177-Welsh_springer_spaniel
n02091244-Ibizan_hound\n02091244_1541.jpg|n02101388-Brittany_spaniel
n02091244-Ibizan_hound\n02091244_156.jpg|n02091244-Ibizan_hound
n02091467-Norwegian_elkhound\n02091467_1110.jpg|n02110063-malamute
n02091467-Norwegian_elkhound\n02091467_1144.jpg|n02112350-keeshond
n02091467-Norwegian_elkhound\n02091467_1213.jpg|n02098105-soft-coated_wheaten_terrier
n02091467-Norwegian_elkhound\n02091467_1315.jpg|n02109961-Eskimo_dog
n02091467-Norwegian_elkhound\n02091467_1330.jpg|n02091467-Norwegian_elkhound
n02091467-Norwegian_elkhound\n02091467_1406.jpg|n02091467-Norwegian_elkhound
n02091467-Norwegian_elkhound\n02091467_141.jpg|n02086240-Shih-Tzu
n02091467-Norwegian_elkhound\n02091467_1487.jpg|n02096177-cairn
n02091467-Norwegian_elkhound\n02091467_1491.jpg|n02091467-Norwegian_elkhound
n02091467-Norwegian_elkhound\n02091467_1544.jpg|n02110063-malamute
n02091467-Norwegian_elkhound\n02091467_1588.jpg|n02091467-Norwegian_elkhound
n02091467-Norwegian_elkhound\n02091467_1631.jpg|n02097298-Scotch_terrier
n02091467-Norwegian_elkhound\n02091467_1634.jpg|n02093859-Kerry_blue_terrier
n02091467-Norwegian_elkhound\n02091467_1643.jpg|n02093754-Border_terrier
n02091467-Norwegian_elkhound\n02091467_1645.jpg|n02091467-Norwegian_elkhound
n02091467-Norwegian_elkhound\n02091467_1655.jpg|n02090721-Irish_wolfhound
n02091467-Norwegian_elkhound\n02091467_1679.jpg|n02115641-dingo
n02091467-Norwegian_elkhound\n02091467_1753.jpg|n02096437-Dandie_Dinmont
n02091467-Norwegian_elkhound\n02091467_1760.jpg|n02086240-Shih-Tzu
n02091467-Norwegian_elkhound\n02091467_1787.jpg|n02097474-Tibetan_terrier
n02091467-Norwegian_elkhound\n02091467_1885.jpg|n02088094-Afghan_hound
n02091467-Norwegian_elkhound\n02091467_1905.jpg|n02086240-Shih-Tzu
n02091467-Norwegian_elkhound\n02091467_1961.jpg|n02090721-Irish_wolfhound
n02091467-Norwegian_elkhound\n02091467_2063.jpg|n02088094-Afghan_hound
n02091467-Norwegian_elkhound\n02091467_2080.jpg|n02090721-Irish_wolfhound
n02091467-Norwegian_elkhound\n02091467_2094.jpg|n02091467-Norwegian_elkhound
n02091467-Norwegian_elkhound\n02091467_2122.jpg|n02091134-whippet
n02091467-Norwegian_elkhound\n02091467_2127.jpg|n02097474-Tibetan_terrier
n02091467-Norwegian_elkhound\n02091467_2159.jpg|n02091467-Norwegian_elkhound
n02091635-otterhound\n02091635_1043.jpg|n02112137-chow
n02091635-otterhound\n02091635_1058.jpg|n02111129-Leonberg
n02091635-otterhound\n02091635_1083.jpg|n02112018-Pomeranian
n02091635-otterhound\n02091635_1102.jpg|n02091467-Norwegian_elkhound
n02091635-otterhound\n02091635_1147.jpg|n02088094-Afghan_hound
n02091635-otterhound\n02091635_1151.jpg|n02111129-Leonberg
n02091635-otterhound\n02091635_1164.jpg|n02099601-golden_retriever
n02091635-otterhound\n02091635_1177.jpg|n02094433-Yorkshire_terrier
n02091635-otterhound\n02091635_1192.jpg|n02113978-Mexican_hairless
n02091635-otterhound\n02091635_1234.jpg|n02098413-Lhasa
n02091635-otterhound\n02091635_1240.jpg|n02091635-otterhound
n02091635-otterhound\n02091635_1266.jpg|n02091635-otterhound
n02091635-otterhound\n02091635_1302.jpg|n02106662-German_shepherd
n02091635-otterhound\n02091635_1311.jpg|n02096294-Australian_terrier
n02091635-otterhound\n02091635_1319.jpg|n02091635-otterhound
n02091635-otterhound\n02091635_1329.jpg|n02098105-soft-coated_wheaten_terrier
n02091635-otterhound\n02091635_1333.jpg|n02102973-Irish_water_spaniel
n02091635-otterhound\n02091635_1337.jpg|n02091635-otterhound
n02091635-otterhound\n02091635_134.jpg|n02091635-otterhound
n02091635-otterhound\n02091635_1340.jpg|n02088466-bloodhound
n02091635-otterhound\n02091635_1357.jpg|n02113978-Mexican_hairless
n02091635-otterhound\n02091635_1367.jpg|n02105505-komondor
n02091831-Saluki\n02091831_10215.jpg|n02091134-whippet
n02091831-Saluki\n02091831_10290.jpg|n02099267-flat-coated_retriever
n02091831-Saluki\n02091831_1036.jpg|n02115641-dingo
n02091831-Saluki\n02091831_10576.jpg|n02096051-Airedale
n02091831-Saluki\n02091831_10593.jpg|n02096177-cairn
n02091831-Saluki\n02091831_10639.jpg|n02111500-Great_Pyrenees
n02091831-Saluki\n02091831_10722.jpg|n02090379-redbone
n02091831-Saluki\n02091831_10733.jpg|n02086240-Shih-Tzu
n02091831-Saluki\n02091831_10803.jpg|n02105505-komondor
n02091831-Saluki\n02091831_10822.jpg|n02115641-dingo
n02091831-Saluki\n02091831_10823.jpg|n02110806-basenji
